79965.39	0.78	6206.353950500487
81547.05	0.967	15238.246822357178
82131.91	0.634	13143.235111236572
82203.67	0.592	13609.849834442139
84298.43000000001	0.771	83037.49008178711
85468.91	0.855	82536.669921875
86117.48	0.957	11869.058418273926
418.51	0.814	19444.13938522339
1500.32	0.557	29879.905700683594
6849.06	0.95	14354.106330871582
6884.4400000000005	0.621	43805.339431762695
7833.110000000001	0.592	48652.76679992676
7849.400000000001	0.514	16898.942470550537
10156.43	0.95	17032.167625427242
10658.64	0.665	15849.958801269531
10912.62	0.789	36187.09812164307
12332.33	0.809	271574.7329711914
12703.42	0.937	152676.98211669922
12709.5	0.728	122268.4555053711
14219.470000000001	0.632	85580.01403808595
14529.380000000001	0.899	18792.433452606198
15344.01	0.882	76625.59356689453
17573.81	0.741	56151.0498046875
17603.63	0.72	41096.281242370605
17614.71	0.63	47514.03694152832
18803.58	0.73	45009.103012084954
21111.95	0.642	35460.383224487305
21309.25	0.979	81105.86357116698
21870.91	0.538	93070.60546875
22194.19	0.68	302451.06201171875
25396.91	0.891	75208.47930908203
26530.89	0.975	203557.09686279297
30981.670000000002	0.907	48803.61785888672
36115.44	0.507	60880.32150268555
37117.14	0.919	90456.46209716797
38919.06	0.92	92923.19107055664
40977.270000000004	0.633	318592.4575805664
47796.520000000004	0.703	99795.19348144531
48040.18	0.862	83437.70980834961
50315.79	0.79	26943.936157226562
53671.270000000004	0.522	15830.18684387207
54012.590000000004	0.814	39699.19185638428
54182.62	0.879	22025.05054473877
55359.06	0.965	44426.5567779541
57943.31	0.591	12175.987434387205
58841.78	0.527	27028.78646850586
59194.78	0.62	10875.382423400877
59859.66	0.567	14424.228096008299
60696.75	0.977	111060.95428466797
60726.62	0.83	20192.53301620483
61439.71	0.982	45622.54447937012
61493.21	0.941	10622.673797607422
61616.3	0.916	18888.407039642334
61643.67	0.919	10095.123434066769
62369.130000000005	0.984	203256.2973022461
62375.19	0.985	240804.03289794922
62693.98	0.537	9600.412893295286
63155.62	0.974	28250.54168701172
63600.93	0.906	16554.480457305905
64263.58	0.954	41633.67233276367
64586.0	0.834	12400.201034545897
65782.86	0.913	12772.178649902344
65879.18000000001	0.828	23207.633781433105
66499.75	0.736	9774.70440864563
66722.43000000001	0.927	28761.485862731934
66902.78	0.792	22306.2442779541
67675.24	0.586	58069.40574645996
67920.43000000001	0.883	36619.343757629395
68533.8	0.601	11639.92166519165
68742.76	0.638	17553.68709564209
69224.51	0.879	11390.42282104492
69411.14	0.956	18492.964172363278
70001.83	0.842	16706.087779998776
70628.52	0.947	159347.8729248047
70768.63	0.951	14487.037658691404
71708.55	0.982	172372.25189208984
72722.07	0.59	42365.73066711426
72835.23	0.576	14068.91679763794
73092.36	0.827	14058.600616455076
76122.66	0.974	116267.53997802734
77089.63	0.634	22795.509719848633
77149.83	0.971	40479.695701599114
77279.22	0.981	57798.54927062988
79965.39	0.78	6206.353950500487
81547.05	0.967	15238.246822357178
82131.91	0.634	13143.235111236572
82203.67	0.592	13609.849834442139
84298.43000000001	0.771	83037.49008178711
85468.91	0.855	82536.669921875
86117.48	0.957	11869.058418273926
418.51	0.814	19444.13938522339
1500.32	0.557	29879.905700683594
6849.06	0.95	14354.106330871582
6884.4400000000005	0.621	43805.339431762695
7833.110000000001	0.592	48652.76679992676
7849.400000000001	0.514	16898.942470550537
10156.43	0.95	17032.167625427242
10658.64	0.665	15849.958801269531
10912.62	0.789	36187.09812164307
12332.33	0.809	271574.7329711914
12703.42	0.937	152676.98211669922
12709.5	0.728	122268.4555053711
14219.470000000001	0.632	85580.01403808595
14529.380000000001	0.899	18792.433452606198
15344.01	0.882	76625.59356689453
17573.81	0.741	56151.0498046875
17603.63	0.72	41096.281242370605
17614.71	0.63	47514.03694152832
18803.58	0.73	45009.103012084954
21111.95	0.642	35460.383224487305
21309.25	0.979	81105.86357116698
21870.91	0.538	93070.60546875
22194.19	0.68	302451.06201171875
25396.91	0.891	75208.47930908203
26530.89	0.975	203557.09686279297
30981.670000000002	0.907	48803.61785888672
36115.44	0.507	60880.32150268555
37117.14	0.919	90456.46209716797
38919.06	0.92	92923.19107055664
40977.270000000004	0.633	318592.4575805664
47796.520000000004	0.703	99795.19348144531
48040.18	0.862	83437.70980834961
50315.79	0.79	26943.936157226562
53671.270000000004	0.522	15830.18684387207
54012.590000000004	0.814	39699.19185638428
54182.62	0.879	22025.05054473877
55359.06	0.965	44426.5567779541
57943.31	0.591	12175.987434387205
58841.78	0.527	27028.78646850586
59194.78	0.62	10875.382423400877
59859.66	0.567	14424.228096008299
60696.75	0.977	111060.95428466797
60726.62	0.83	20192.53301620483
61439.71	0.982	45622.54447937012
61493.21	0.941	10622.673797607422
61616.3	0.916	18888.407039642334
61643.67	0.919	10095.123434066769
62369.130000000005	0.984	203256.2973022461
62375.19	0.985	240804.03289794922
62693.98	0.537	9600.412893295286
63155.62	0.974	28250.54168701172
63600.93	0.906	16554.480457305905
64263.58	0.954	41633.67233276367
64586.0	0.834	12400.201034545897
65782.86	0.913	12772.178649902344
65879.18000000001	0.828	23207.633781433105
66499.75	0.736	9774.70440864563
66722.43000000001	0.927	28761.485862731934
66902.78	0.792	22306.2442779541
67675.24	0.586	58069.40574645996
67920.43000000001	0.883	36619.343757629395
68533.8	0.601	11639.92166519165
68742.76	0.638	17553.68709564209
69224.51	0.879	11390.42282104492
69411.14	0.956	18492.964172363278
70001.83	0.842	16706.087779998776
70628.52	0.947	159347.8729248047
70768.63	0.951	14487.037658691404
71708.55	0.982	172372.25189208984
72722.07	0.59	42365.73066711426
72835.23	0.576	14068.91679763794
73092.36	0.827	14058.600616455076
76122.66	0.974	116267.53997802734
77089.63	0.634	22795.509719848633
77149.83	0.971	40479.695701599114
77279.22	0.981	57798.54927062988
79965.39	0.78	6206.353950500487
81547.05	0.967	15238.246822357178
82131.91	0.634	13143.235111236572
82203.67	0.592	13609.849834442139
84298.43000000001	0.771	83037.49008178711
85468.91	0.855	82536.669921875
86117.48	0.957	11869.058418273926
